"date","mtemp","mair","year"
2014-01-01,5.953125,6.06325,2014
2014-01-02,5.940375,5.85233333333333,2014
2014-01-03,5.62241666666667,2.95525,2014
2014-01-04,4.91145833333333,-0.680833333333333,2014
2014-01-05,4.67441666666667,-1.03958333333333,2014
2014-01-06,4.63825,-0.63175,2014
2014-01-07,4.89045833333333,1.6315,2014
2014-01-08,5.039,2.936,2014
2014-01-09,4.78916666666667,2.2895,2014
2014-01-10,4.921625,3.19391666666667,2014
2014-01-11,4.76820833333333,3.80708333333333,2014
2014-01-12,4.98425,3.82954166666667,2014
2014-01-13,5.43495833333333,5.7815,2014
2014-01-14,5.59383333333333,5.70833333333333,2014
2014-01-15,5.64841666666667,5.55858333333333,2014
2014-01-16,5.66945833333333,4.62995833333333,2014
2014-01-17,5.45308333333333,2.296375,2014
2014-01-18,5.351625,2.46679166666667,2014
2014-01-19,5.47133333333333,4.28454166666667,2014
2014-01-20,5.41670833333333,2.993375,2014
2014-01-21,5.25770833333333,2.52166666666667,2014
2014-01-22,5.19529166666667,3.05245833333333,2014
2014-01-23,5.16925,2.16254166666667,2014
2014-01-24,4.76308333333333,1.5025,2014
2014-01-25,4.73691666666667,1.42975,2014
2014-01-26,4.73175,0.939333333333333,2014
2014-01-27,4.72929166666667,1.73475,2014
2014-01-28,5.19795833333333,4.87316666666667,2014
2014-01-29,5.38791666666667,5.30916666666667,2014
2014-01-30,5.385375,4.799625,2014
2014-01-31,4.92175,1.34770833333333,2014
2014-02-01,4.791625,2.56741666666667,2014
2014-02-02,4.78391666666667,1.67629166666667,2014
2014-02-03,4.35154166666667,-0.39475,2014
2014-02-04,3.89841666666667,-1.44958333333333,2014
2014-02-05,3.44275,-1.68520833333333,2014
2014-02-06,2.92454166666667,-3.067625,2014
2014-02-07,2.619875,-5.14591666666667,2014
2014-02-08,2.66145833333333,-4.04425,2014
2014-02-09,2.62754166666667,-3.674125,2014
2014-02-10,3.16925,0.348,2014
2014-02-11,3.57033333333333,1.05270833333333,2014
2014-02-12,3.14333333333333,2.471875,2014
2014-02-13,3.49995833333333,3.22370833333333,2014
2014-02-14,3.77070833333333,3.109625,2014
2014-02-15,3.567625,1.301875,2014
2014-02-16,3.24733333333333,1.55141666666667,2014
2014-02-17,3.42970833333333,2.15641666666667,2014
2014-02-18,3.362,1.14370833333333,2014
2014-02-19,3.59625,1.718125,2014
2014-02-20,3.93225,2.34583333333333,2014
2014-02-21,3.76554166666667,0.597291666666667,2014
2014-02-22,3.72133333333333,0.895208333333333,2014
2014-02-23,3.67445833333333,1.00683333333333,2014
2014-02-24,3.28658333333333,0.620541666666667,2014
2014-02-25,3.61979166666667,1.68970833333333,2014
2014-02-26,3.94275,2.00466666666667,2014
2014-02-27,4.17179166666667,2.948,2014
2014-02-28,4.33066666666667,3.92908333333333,2014
2014-03-01,4.12495833333333,2.477375,2014
2014-03-02,4.070375,1.83554166666667,2014
2014-03-03,4.35933333333333,3.70966666666667,2014
2014-03-04,4.08058333333333,1.85045833333333,2014
2014-03-05,4.40095833333333,4.086,2014
2014-03-06,4.63541666666667,5.569875,2014
2014-03-07,4.61983333333333,5.72408333333333,2014
2014-03-08,4.57554166666667,4.89820833333333,2014
2014-03-09,4.599,5.18075,2014
2014-03-10,4.84645833333333,5.207875,2014
2014-03-11,4.97145833333333,5.06620833333333,2014
2014-03-12,5.01304166666667,3.93916666666667,2014
2014-03-13,5.08841666666667,4.326625,2014
2014-03-14,5.2995,5.36370833333333,2014
2014-03-15,5.12754166666667,4.63558333333333,2014
2014-03-16,5.07545833333333,5.17929166666667,2014
2014-03-17,5.229125,4.375125,2014
2014-03-18,5.48966666666667,5.47554166666667,2014
2014-03-19,5.70833333333333,6.04141666666667,2014
2014-03-20,5.5625,3.553625,2014
2014-03-21,5.78908333333333,4.26141666666667,2014
2014-03-22,5.83058333333333,4.45295833333333,2014
2014-03-23,5.9715,5.258625,2014
2014-03-24,6.30720833333333,7.43045833333333,2014
2014-03-25,6.32283333333333,6.176125,2014
2014-03-26,6.17720833333333,6.39570833333333,2014
2014-03-27,6.72658333333333,7.974125,2014
2014-03-28,6.56,6.48516666666667,2014
